At     765.15, Entity:    67,661.55,0, ServeEnd 
At     765.15, Entity:    68,663.736,0, ServeBegin 
At     774.35, Entity:    83,774.351,0, CreateEnd (Arrival) 
At     774.83, Entity:    68,663.736,0, ServeEnd 
At     774.83, Entity:    69,680.34,0, ServeBegin 
At     776.82, Entity:    84,776.823,0, CreateEnd (Arrival) 
At     779.30, Entity:    85,779.298,0, CreateEnd (Arrival) 
At     784.43, Entity:    69,680.34,0, ServeEnd 
At     784.43, Entity:    70,685.39,0, ServeBegin 
At     786.66, Entity:    86,786.658,0, CreateEnd (Arrival) 
At     793.11, Entity:    70,685.39,0, ServeEnd 
At     793.11, Entity:    71,694.236,0, ServeBegin 
At     794.76, Entity:    87,794.762,0, CreateEnd (Arrival) 
At     804.70, Entity:    71,694.236,0, ServeEnd 
At     804.70, Entity:    72,697.298,0, ServeBegin 
At     809.23, Entity:    88,809.227,0, CreateEnd (Arrival) 
At     811.49, Entity:    89,811.495,0, CreateEnd (Arrival) 
At     811.96, Entity:    90,811.96,0, CreateEnd (Arrival) 
At     813.57, Entity:    91,813.572,0, CreateEnd (Arrival) 
At     814.97, Entity:    72,697.298,0, ServeEnd 
At     814.97, Entity:    73,700.861,0, ServeBegin 
At     826.55, Entity:    73,700.861,0, ServeEnd 
At     826.55, Entity:    74,717.511,0, ServeBegin 
At     830.99, Entity:    92,830.994,0, CreateEnd (Arrival) 
At     836.65, Entity:    74,717.511,0, ServeEnd 
At     836.65, Entity:    75,720.571,0, ServeBegin 
At     843.93, Entity:    93,843.935,0, CreateEnd (Arrival) 
At     844.94, Entity:    94,844.943,0, CreateEnd (Arrival) 
At     845.15, Entity:    75,720.571,0, ServeEnd 
At     845.15, Entity:    76,726.355,0, ServeBegin 
At     854.88, Entity:    76,726.355,0, ServeEnd 
At     854.88, Entity:    77,728.853,0, ServeBegin 
At     859.83, Entity:    95,859.832,0, CreateEnd (Arrival) 
At     860.24, Entity:    96,860.236,0, CreateEnd (Arrival) 
At     863.76, Entity:    97,863.757,0, CreateEnd (Arrival) 
At     864.35, Entity:    77,728.853,0, ServeEnd 
At     864.35, Entity:    78,733.721,0, ServeBegin 
At     873.42, Entity:    78,733.721,0, ServeEnd 
At     873.42, Entity:    79,741.462,0, ServeBegin 
At     883.03, Entity:    98,883.026,0, CreateEnd (Arrival) 
At     883.84, Entity:    79,741.462,0, ServeEnd 
At     883.84, Entity:    80,742.887,0, ServeBegin 
At     887.62, Entity:    99,887.624,0, CreateEnd (Arrival) 
At     893.33, Entity:    80,742.887,0, ServeEnd 
At     893.33, Entity:    81,743.277,0, ServeBegin 
At     894.07, Entity:   100,894.075,0, CreateEnd (Arrival) 
At     901.99, Entity:    81,743.277,0, ServeEnd 
At     901.99, Entity:    82,749.29,0, ServeBegin 
At     906.91, Entity:   101,906.912,0, CreateEnd (Arrival) 
At     909.67, Entity:   102,909.674,0, CreateEnd (Arrival) 
At     911.09, Entity:   103,911.087,0, CreateEnd (Arrival) 
At     912.92, Entity:    82,749.29,0, ServeEnd 
At     912.92, Entity:    83,774.351,0, ServeBegin 
At     920.84, Entity:   104,920.837,0, CreateEnd (Arrival) 
At     922.14, Entity:    83,774.351,0, ServeEnd 
At     922.14, Entity:    84,776.823,0, ServeBegin 
At     926.89, Entity:   105,926.888,0, CreateEnd (Arrival) 
At     929.87, Entity:   106,929.872,0, CreateEnd (Arrival) 
At     932.39, Entity:    84,776.823,0, ServeEnd 
At     932.39, Entity:    85,779.298,0, ServeBegin 
At     944.01, Entity:    85,779.298,0, ServeEnd 
At     944.01, Entity:    86,786.658,0, ServeBegin 
At     946.95, Entity:   107,946.948,0, CreateEnd (Arrival) 
At     952.98, Entity:   108,952.981,0, CreateEnd (Arrival) 
At     953.92, Entity:    86,786.658,0, ServeEnd 
At     953.92, Entity:    87,794.762,0, ServeBegin 
At     961.95, Entity:    87,794.762,0, ServeEnd 
At     961.95, Entity:    88,809.227,0, ServeBegin 
At     962.97, Entity:   109,962.969,0, CreateEnd (Arrival) 
At     964.28, Entity:   110,964.279,0, CreateEnd (Arrival) 
At     967.77, Entity:   111,967.772,0, CreateEnd (Arrival) 
At     972.21, Entity:    88,809.227,0, ServeEnd 
At     972.21, Entity:    89,811.495,0, ServeBegin 
At     983.39, Entity:    89,811.495,0, ServeEnd 
At     983.39, Entity:    90,811.96,0, ServeBegin 
At     985.71, Entity:   112,985.715,0, CreateEnd (Arrival) 
At     994.16, Entity:   113,994.163,0, CreateEnd (Arrival) 
At     994.90, Entity:    90,811.96,0, ServeEnd 
At     994.90, Entity:    91,813.572,0, ServeBegin 
At     995.26, Entity:   114,995.264,0, CreateEnd (Arrival) 
At     997.05, Entity:   115,997.049,0, CreateEnd (Arrival) 
At    1004.29, Entity:    91,813.572,0, ServeEnd 
At    1004.29, Entity:    92,830.994,0, ServeBegin 
At    1005.55, Entity:   116,1005.552,0, CreateEnd (Arrival) 
At    1011.32, Entity:   117,1011.321,0, CreateEnd (Arrival) 
At    1016.25, Entity:    92,830.994,0, ServeEnd 
At    1016.25, Entity:    93,843.935,0, ServeBegin 
At    1026.12, Entity:    93,843.935,0, ServeEnd 
At    1026.12, Entity:    94,844.943,0, ServeBegin 
At    1034.31, Entity:    94,844.943,0, ServeEnd 
At    1034.31, Entity:    95,859.832,0, ServeBegin 
At    1043.74, Entity:    95,859.832,0, ServeEnd 
At    1043.74, Entity:    96,860.236,0, ServeBegin 
